"Member","File","Touches","Insertions","Deletions"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.EntityFrameworkCore.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.EntityFrameworkCore.Relational.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.Extensions.DependencyModel.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.IdentityModel.Abstractions.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.IdentityModel.JsonWebTokens.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.IdentityModel.Logging.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.IdentityModel.Protocols.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.IdentityModel.Protocols.OpenIdConnect.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.IdentityModel.Tokens.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Microsoft.OpenApi.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Mono.TextTemplating.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Npgsql.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Npgsql.EntityFrameworkCore.PostgreSQL.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/OnlineExam.Api.deps.json","1","1052","0"
"Alma Muzliukaj","temp_build_verify_3/OnlineExam.Api.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/OnlineExam.Api.exe","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/OnlineExam.Api.pdb","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/OnlineExam.Api.runtimeconfig.json","1","20","0"
"Alma Muzliukaj","temp_build_verify_3/pl/Microsoft.CodeAnalysis.CSharp.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pl/Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pl/Microsoft.CodeAnalysis.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pl/Microsoft.CodeAnalysis.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pt-BR/Microsoft.CodeAnalysis.CSharp.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pt-BR/Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pt-BR/Microsoft.CodeAnalysis.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/pt-BR/Microsoft.CodeAnalysis.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/ru/Microsoft.CodeAnalysis.CSharp.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/ru/Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/ru/Microsoft.CodeAnalysis.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/ru/Microsoft.CodeAnalysis.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Swashbuckle.AspNetCore.Swagger.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Swashbuckle.AspNetCore.SwaggerGen.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/Swashbuckle.AspNetCore.SwaggerUI.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.CodeDom.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.Composition.AttributedModel.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.Composition.Convention.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.Composition.Hosting.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.Composition.Runtime.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.Composition.TypedParts.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/System.IdentityModel.Tokens.Jwt.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/tr/Microsoft.CodeAnalysis.CSharp.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/tr/Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/tr/Microsoft.CodeAnalysis.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/tr/Microsoft.CodeAnalysis.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hans/Microsoft.CodeAnalysis.CSharp.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hans/Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hans/Microsoft.CodeAnalysis.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hans/Microsoft.CodeAnalysis.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hant/Microsoft.CodeAnalysis.CSharp.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hant/Microsoft.CodeAnalysis.CSharp.Workspaces.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hant/Microsoft.CodeAnalysis.resources.dll","1","0","0"
"Alma Muzliukaj","temp_build_verify_3/zh-Hant/Microsoft.CodeAnalysis.Workspaces.resources.dll","1","0","0"
